index,Search Term
21343,FePS3
11738,N-Sn
18623,BaSnS3
18256,κ-Ga2O3
13229,pdcu
7488,Fe2As
1307,AgCl
13614,PP EPDM-TD20
19293,HfPd2Sn
5362,CrB
5204,Cr porphyrin
9236,Ir(OH)6-2
11970,"NaCl, Ace"
18534,Al-Ti phase diagram
1789,AL3B48SI
9291,is 2062 e250
890,4-chloroheptane
6713,economic
3301,Ca In
1586,AL-Ni
14379,RuMnGa
4415,CO3SN2
10211,li3MgTaO6
1258,ag3gdbr6
15203,sodium nickel manganese oxide
19330,iodine
19089,Er2Sn2O7
10119,Li，space group 191
14825,silicene
14520,SbSI
13033,"Pacheco Coello, Carlos E"
12888,octaethylcyclotetrasiloxane
21198,GdSbOS2
18860,consolidated graphene
4909,consolidated potassium iodide
1589,Al-Ni phase diagram
18580,At
18754,ce3c5ru2
13104,PbBi2Se4
14311,rock weathering
1114,absorption jump factor
13561,Polymethacrylimide
4432,coatings
663,"2,4,6,8-tetraethyl-2,4,6,8-tetramethyl-cyclotetrasiloxane"
166,(Zn4(OH)6(SO4)
19547,Mn5Si3
4667,consolidated copper indium disulfide (roquesite)
21027,TbFe2
6797,embodied cognition
13256,peace
2369,B2H6
1034,811
7966,GaAs
14248,Rh
3262,C4H6N2
12855,o-chloroacetanilide
4406,CO3O4 CRYSTAL STRUCTURE
5165,CoSi4
18831,consolidated bismuth iodide
11633,MoS2 2H
10968,MGCO2
1703,Al18B4O33
20223,ZnS
547,2-methoxyphenol
6481,Dimethoxyethane
2876,BiBr3 rt
8751,HfZrO4
10474,LSAT
4060,CeRu3B2
10038,Leakage water supply network
8818,Ho-Si
17832,Zn3Ti
16285,Ti-Al-Mn
1816,al3zr l12
632,"2,3-dimethyl-4-(1-methylethyl)heptane"
11282,MnB4
11734,N-RU
17504,Y8CoIn3
8262,Ge-W phase diagram
8840,Ho5Pt3
16619,titanium phosphide crystal structure
21031,Ti Cu Si
17210,W-Sb Binary Phase Diagram
21057,Zn
4156,chloroform acetonitrile
19474,Lu-F
21334,Fe
20971,Mo-Re
13307,perovskite stability
178,[Ni(NH3)6]SO4
12747,niobium
13281,pentane Joule
12630,Ni5Cu4Ge3
19434,Li-Si
20067,Ti6Sn5
20896,consolidated tungsten ditelluride
6863,Enzymatic synthesis of apigenin glucosides by glucosyltransferase (YjiC) from Bacillus licheniformis DSM 13
5066,consolidated zinc antimonide
7333,Fe-Cl binary phase diagram
242,1-chloro-tetradecane
18630,battery
881,4-butyl
1975,AlPt3 crystal structure
2527,BaMn2Sb2
14060,rb3rhcl6
3793,Ce-Mn-Si
9986,LaSb2
4945,consolidated silver(i) chloride (cerargyrite)
13933,pyrimidine
20477,DMF
16474,TiB
7514,Fe2O4
9652,La Al Si
1646,Al-Y-Fe
469,"1S/C14H16N2O2/c1-3-18-14(17)13-9-15-10-16(13)11(2)12-7-5-4-6-8-12/h4-11H,3H2,1-2H3"
1863,AlCl3·6H2O
10675,mecapole p 255 u
19161,Fe2O3 alpha
11674,mtbe
1935,AlN polytypoid phases
15747,Ta2Pd3S8
3336,Ca-Sr-Zr
2729,beryllium
19872,RhS2
11495,mo2fe
2088,application of Qunatum machine learning to material discovery
11517,mo5cr6fe18
4003,CeOF
5730,CsV6Sn6
16665,tl3rhcl6
8443,Grid Generation Methods
15300,Sr2CoWO6
8298,GEKFOU
19229,Gd2O3
3929,CeBiPd
20820,δ-MoN
4528,consolidated aluminum gadolinium oxide
7933,Ga-O
11722,n-hexane
11780,Na Cs Cl K
5263,Cr-Sb Binary Phase Diagram
7064,etilen oxide
8912,https://materials.springer.com/isp/crystallographic/docs/sd_0313968
13741,propene
8354,gliding arc
12492,Ni-cu
6724,effective mass CaC6
16767,toluene
417,1040 steel
20508,FeO2
18775,CeRu3Ge2
6358,Detailed Analysis of the Solution Heat Treatment of a Third-Generation Single-Crystal Nickel-Based Superalloy CMSX-10K((R))
14547,Sc-Ti
9987,LaSe
15218,"Software, Architecture, Collaborative, Flight of Fixed-Wing UAV Swarms"
21362,2-chloro-2-methylbutane
18355,石墨烯
19350,K3PO4
1811,al3v
14030,rb3eui6
1490,Al-Cr
7389,Fe-Nb
12573,"Ni2O2(OH), cif"
13559,polymethacrylimide
882,4-butyl-N-[(4-methoxyphenyl)methylene]
2910,BiMnRb
9523,KCdCl3
209,1-(ethenyloxy)-butane
1810,Al3Tii
5405,CrO
5575,cs3inbr6
19634,naoh
11618,MORIYA
7805,film bulk acoustic wave
1388,Al 2 SiO 4 crystal structure
20640,N-phenyl-benzamide
21051,Yb0.5Co3Ge3
19746,p-toluic acid
1455,Al thermal expansion
1085,A Unified Approach to Interior Point Algorithms for Linear Complementarity Problems
10696,metal
21049,Y-Co
3588,Carbon fiber epoxy
13232,pdf
4532,consolidated aluminum iron (1:1) intermetallic compound
4930,consolidated selenium
10598,magnetic
15903,Tb5Pt3
9796,La3Fe2O7
7987,GaFeRh2
12095,Nb Ti
9911,LaMnO3 band gap
3341,Ca(nh3)cl2
17646,yield strength
15014,SmCoO3
10720,methanol boiling point
7860,Formic acid and water
8696,Hf3N4 crystal structure
15227,"solubility ""silicon oxide"""
501,2-bromoethanol
14863,silicone band gap
98,(e)-pentene
6119,cuins
6571,doi.org/10.1007/s00253-023-12389-4
18587,AuCu
4450,CoBaP2O7
10223,Li3Sb crystal structure
20196,YSZ
20591,Li1.5Al0.5Ge1.5(PO4)3
272,1-methyl-2-butene
8521,H3PO4
2404,Ba-Sr
21312,TiN
9601,KNO2
6605,Dy-Co-Ga
7338,Fe-Cr
6283,Dangdudoawnload mp3t
10812,Mg-Bi phase diagram
15150,SNP3
1446,Al Si
8418,graphene structure
5687,csNiBr3
142,(trifluoromethyl)benzene
3645,CaSO4 Crystal structure
3989,centrifugal casting superalloy
19160,Fe2MnAl
4947,consolidated silver(i) sulfide (acanthite)
4894,consolidated niobium iron antimonide
3901,ce5ru19p12
746,3-ethyl-2-methyl-hexane
15807,TaPt3 crystal structure
14493,Sb2O5·4H2O
1099,aa2219
1669,Al/Li
12306,Nd2Mo2O9
6765,Electrode potential of H2O2
11783,Na Li Cl
4829,consolidated magnesium bismuthide
17963,Zr-Cr-Ge ternary system
16147,The Science and Policy of the Verified Carbon Standard Methodology for Tidal Wetland and Seagrass Restoration
11202,Mn2O3
11392,MnTb
2182,At
16932,U3O8 crystal structure
2103,architecture
3778,Ce-F
4021,CePt3Si structure
10458,logica
4605,consolidated calcium selenide
6355,design phase change material ventilation system
788,3-methyl-but-3-en-2-one
1659,"Al, cif"
21106,Fe5Sn3
15263,sportpsychologie
15831,tatio4
11966,NaCl-AlCl3
8960,i m m m
5208,Cr Si O
20680,NiSi
8790,HISTORIA DE LA CULTURA JOSE MANUEL LOZANO FUENTES
7787,FeTe0.6Se0.4
15317,sr2iro4 film
18349,猪肉
14411,S Se
21044,VO2
12960,Os work function
8314,GeP3
12761,NiPtAl
7291,Fe Ni
14963,Sm2BaFe2O7
16755,TmNI2
19917,Si-O
7751,FeS2 crystal structure
12280,Nd-Fe
9059,InAlAs
13261,pehd
270,1-methyl-1-butene
13323,phage
20394,consolidated antimony(iii) telluride
19012,Cu-Fe-S
16760,TmTe2
5435,CrTe2
8214,gdsco3
5875,Cu-Ni
1675,Al1060
1881,Alfa-LiFeO2
5561,cs3dybr6
13691,Preparation of nanometer-sized alumina whiskers
5818,Cu-As phase diagram
4267,Co-As
13461,plane inductor
3758,Ce
8923,human trafficking in south africa
160,(Z)-4-p-Tolylamino-pent-3-en-2-one
11248,Mn3O4
2063,antagonist to insulin
1158,acide 2-methylpropanoique
16045,Testosterone
17061,V2O5·nH2O
2855,Bi2Te3
12425,Ni - Bi - Te
18994,CsI CuI
13525,Poly(lactic acid)
14618,se
20972,Mo-Si
9960,LaO
17035,V-Ni
6450,diffusion c in fe
1671,AlーSi
6112,CuI
6437,diethyl ether
5437,CrTe3
19825,Pr3Fe3Sb7
15278,Sr-Al-Mg crystal structure
7665,FeHCF
10018,LaWN3
13098,PbAgAsTe3
18059,ZrCl
17072,V3Sn
10437,"Litter quality, dispersal and invasion drive earthworm communitydynamics and forest soil development"
14038,rb3hoi6
10545,lung cancer detection
3996,CeO2 cif
20071,"TiC, thermal conductivity"
15006,SmCo3 transitions
6521,diphenylmethanol
6077,CuBiu
13319,pets and kids
11159,mn-sn
2326,B-Cr
20870,Co7W6
15770,TaB crystal structure
4510,comunicacion II
13903,Public health governance
8055,gas ramman
15290,Sr(OH)2H2O
10702,metallic elements density
17589,YBi2ClO4
12741,Nio film
1028,77Se
18619,BaO
19364,KNa2(B3Si12)O30
15281,Sr-Mn-BI
14835,Silicon
1389,al 2218
20304,"Al, Mn, Si"
14471,Sb-Cu phase diagram
17612,YbZn2Sb2
1386,Al 2 O 3 含量变化对 CaO–SiO 2–Cr 2 O 3–Al 2 O 3 熔渣粘度及结构的影响
10732,methyl 4-(chlorocarbonyl)benzoate
13750,propylene
7132,EuCd2Sb2
18817,cobalt oxide
215,1-Biphenyl-4-yl-ethanone
10233,Li4Ti5O12
3043,Bovinos
13021,P2S5
2559,BaO
15566,stratlingite
8693,Hf0.74Yb0.26O1.87
7093,Eu-Ta-O
9503,KAs phase diagram
19164,Fe2P
13755,protocolo
9784,La2SnO2S
17811,Zn(OH)3•H2O
10883,Mg21Zn25
10655,"Materials Today Physics, 2022, 24: 100676."
12093,nb thermal expansion
19277,helium
21364,diamond
12450,ni W
19172,Fe3Ge
2754,Bi As
20753,Tb-Co
12320,Nd3Fe3Sb7
4383,Co2P
12757,NiOx
5574,cs3inbr6
3809,Ce-Zn binary phade diagram
10181,Li2Ti6O13
5916,Cu-Ti binary phase diagram
9922,landolt Bornstein
4146,chemistry
18013,Zr2FeSi2
2689,"Benzenamine, N-nitroso-N-phenyl-"
3389,Ca3B2O6
8345,GGG
5676,CSi crystal structre
18682,C2N
8034,gan structure
6130,CuMg
16308,ti-n
12818,NO
16486,tiC crystal structure
11232,Mn3Ga2
17140,Viscosity properties of sodium carboxymethylcellulose solutions
19938,SiTe
9230,Ir-Ta
7321,Fe-As-Sb
4911,consolidated potassium tantalum oxide
558,2-methyl-benzoic acid
8237,Ge te
7953,Ga2o3
15353,Sr5Ge3 crystal structure
1783,"Al2SiO4(OH, F)2"
330,"1,2-dibromotetrachloroethane"
8006,Gallium oxide
5277,Cr-Zr phase diagram
9896,LaH
20072,TiCu
18377,铜的物性参数
13197,Pd-Cr-O
17789,Zn-Cr-S
12742,NiO film doped with co
19115,EuCd2As2
4874,consolidated nickel
18406,"1,2,3,4-Tetrabromocyclobutane"
14840,silicon carbide polymorphs
20625,Mn2Sn
16096,Th2C3
5491,Cs-O-Fe
17575,YbCd2Sb2
13254,PdZn
7970,GaAs
697,26
8526,h700la
507,2-Chloro-2-methylpropane
17610,YbTe4
11531,MoAlB CTE
12083,Nb - Ge phase diagram
20181,YbZn2
7801,FGM
855,3D object detection
14543,Sc-Ru
10997,MgN bandgap
2218,Au pd mo
11929,Na6Zr2(PO4)3
4511,CoNb2o6
18453,304
9365,K2CO3*1.5H2O
19941,Sm C
20532,GdRuSi Crystal Structure
4254,Co MOF
468,"1H,1H,2H,2H-perfluorodecyltrimethoxysilane"
10938,Mg5Si6
13616,Pr
12068,navpo4
10843,Mg-Pb bandgap
3086,Buck minesterfullerener
15193,sodium chloride
1418,Al Dy
2236,Au-O Phase diagram
17735,zinc acitate
7783,FeSnO
1350,AgSbTe2
2856,Bi2Te3
14745,Si-Li phase
222,1-bromo-dodecane
6008,Cu3CaTe2
17460,Y2O3 Corrosion resistance
6209,CUTI2
20041,ti
16722,Tm-Pd Binary Phase Diagram
15491,SrTiO3 Crystal Structure
20872,CoFe
2692,benzene
1217,Ag mobility
134,"(S)-α-cyano-3-phenoxybenzyl (1R)-cis-3-(2,2-dibromovinyl)-2,2-dimethylcyclopropane carboxylate"
14137,RbPbF3
18928,consolidated zirconium dioxide
1566,Al-Mg-Ti
16914,U Cr
18880,consolidated magnesium fluoride (sellaite)
6826,Energy Storage and Civilization A System Approach
16464,TI8S9
3184,C10H8S
15077,Sn-Bi-In diagram phase
21173,BaZrS3
7718,FePt Crystal Structure
17243,WAs2
3054,brass
8007,Gallium Oxide
14118,RbIr2As2
2029,Ammonium Phosphomolybdate Trihydrate
17685,YTe
20123,V-Si
8648,Hf Ir Si
16507,TiGd
1074,A palm-sized electrically powered ornithopter
6622,Dy2Ru2O7 density
6597,dvb
19038,CuIr2Te4
20534,GdTe3
3574,carbamic acid phenyl ester
10304,LiFSI
17312,WO2(Acac)2
5540,Cs2TeBr6
2736,beta Ti
8401,graphane
5445,Crystal cubic structure
11661,Mössbauer Spectroscopy
1694,Al13Mn4
9238,Ir2VGe
1132,Acetic acid acetone
5584,cs3lubr6
10768,Mg Al B
2833,Bi2S3
12435,Ni elemenrary cell
15655,Systèmes de chiffrement des images insar
19297,Hg
5189,cr
3788,Ce-In phase
11344,MnO2
4783,consolidated iron(iii) phosphate
5299,Cr2GaC
16255,Ti Ni Cr phase diagram
19740,o2
9354,K-Y-Cl
12245,NbSe2 crystal structure
5020,consolidated titanium(iii) oxide
5797,Cu Zn phase diagram
2851,Bi2Te2.7Se0.3
6498,dimethyl-propyl-amine
5401,CRNB4SI3
3025,boggsita
9569,kid jewelry
7450,Fe-Zn-Mn hardnes
2319,B strucure
3440,"CaBr2, NH3"
1497,Al-Cu
17407,Y Zn
8306,Genética: texto y atlas
10915,mg3Bi2
15772,TaBi3
13984,Random Perturbations of Dynamical Systems
13887,PtTe
2051,Anharmonicity and Ultralow Thermal Conductivity in Lead-Free Halide Double Perovskites
4540,consolidated aluminum nitride
13459,PLA with carbon fibre
107,(MTEA）
15827,TaTe2
5682,csmnbr3
15757,Ta3SeI7
12789,nitrite
4181,CiCu3
15528,standard entropy
7110,Eu8Ga16Sn30
10648,MAterial discovery using machine learning
12626,Ni4Ti3
14996,smart home
16066,tetragonal Mn3Ge crystal structure
11601,Monitoring of inland water levels by satellite altimetry and deep learning
12668,Nickel base single crystal superalloy crystal structure
11528,MoAlB
4907,consolidated potassium fluoride
13632,Pr24Co11
7213,fapbi3
13768,PRTe2
1754,al2o3 interatomic distance
18760,Ce5NiPb3
18308,الملكية
4502,compressibility
14396,rutile
17626,YCo5 crystal structure
14766,Si-Zr
9826,La7Ni3
9821,La5Si4
16641,Tl2Cr6Se6
10521,lualo3
796,3-Nitro-benzaldehyde
1967,alpha UC2
18883,consolidated manganese bismuth
14436,safety barriers in the pumping stations
7885,fuctional plate
21145,NdCo3
3345,Ca[CO3] cal rt
15291,Sr14Cu24O41
18319,ملكية ونظرية العقد لمحمد أبو زهرة
9061,InAs phase
20384,Co2MnGa
1611,Al-Sc phase diagram
10795,Mg Zn Y ternary phase diagram
1376,Ak4
1936,AlN-Cu
8289,GeBi4Te7 crystal structure
5273,Cr-Te phase diagram
11521,Mo5Si3
5768,Cu Gd
1228,Ag-Bi-Te phase diagram
15840,Tb Fe
12751,Niobium silicide
14296,risk management construction
2338,B-MO-SI
17700,YVO4
8031,gan hole mobility
18581,au
15481,srtio3
14521,SbTe latice paramater
18767,CeIn3
12966,OsGe2
1620,aL-sI-mN
10179,Li2SrSiO4
5721,csticl3
18007,Zr2Bi
6390,Diamond bulk modulus
10692,mercury crystal structure
2112,arsenic oxide
17223,w0.25re0.75
9965,LaOF
4271,Co-Cr phase map
9639,KZnBi
1340,AgPb Crystal Structure
12416,NH4I
394,10.1007/978-3-642-23675-4
17817,"Zn(Se,S)/(Al,In)P"
1636,Al-Ti
3939,CeCo3 transitions
14087,RbBr AgBr
13852,PtAs2 crystal structure
1138,acetone
14919,Sistemas
2071,antinomy
5476,crystallograohic
9864,LaCo9Si4
4013,CePd2Al3
10695,mesotartaric acid
19823,Pr2Ga2BeO7
13051,PAULING FILE Multinaries
6,"""2-phenylbutan-2-ol"""
15576,strontium titanate tetragnal
21089,consolidated niobium(v) oxide
7470,Fe1.987O3
15379,SrCoO2.5
19524,Mn Crystal Structure
17202,W-H
10498,Lu(OH)3
18050,ZrBeSi
7099,Eu2O3
14275,rhenium oxide
15015,SmCoZr
12872,"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphorothioate"
8106,Gd2Co7
12462,Ni-Al obtainings
18133,ZrPdGa
16710,TlSe
8601,Heterojunction photoanodes
3984,CeNiBi2
20921,Fe-Ni
2253,"Au, work function"
8356,globalization
3908,ce6ru2.18
9710,La-Te
5874,Cu-Ni
1628,Al-Sm phase diagram
18057,zrc-zr
17656,YMnBi2
8548,HCl structure
16164,thermal conductivity of nylon
5161,CoSe2
18087,ZrN
19590,n
6335,density elements
15588,Styrene Butadiene Rubber
7713,FePS
7831,fluorene
12172,Nb3TeCl7
5971,Cu2NiZn
15805,TaOCl2
16372,"Ti2Al5, cif"
21240,Co
1571,Al-Mn-Ce
1315,agcuCl3
8801,hkl
2517,BaMg2(PO4)2
14502,sb2se3:bi2se3
4207,Cl-Mo
3089,Bufotenine
15736,TA12A
12208,NbFeSe
14546,Sc-Te
9714,La-Yb
18646,Bi Te
3521,CaMgSi2O6
1201,Ag
3097,"but-2-ene-1,4-diol"
10801,Mg-Ag-Cu
16667,tl3sbcl6
8425,graphite
2024,ammonia-water mixture
3279,C6H14O3
4443,cobalt faraday rotation
17325,work function
16551,TiO2 anatase
7660,fegemnnisi
16712,tlsnCl3
3304,Ca Mo
11576,molar enthalpy of naoh
11992,NaKSO₄ Crystal structure
9459,k3sci6
20786,VC
17209,W-Sb
5876,Cu-Ni binary phase diagram
17794,Zn-Ge
17752,Zn Ca
871,"4-(1,1-dimethylethyl)heptane"
2373,B2O3 thermal expansion
19417,LaIr4B4
16304,Ti-Ge
10322,lime
19931,silver oxide
1278,Ag3Sn
18765,CeCo2Ga8
19921,SiC crystal structure
3482,CaFe2As2a
11742,N-Ti
3029,bond energy
18871,consolidated iron(iii) phosphate
18730,carbon monoxide
13431,photoluminescence
14102,RbCo2Bi2
14943,Sm-Al
9472,k3ubr6
14847,silicon electron affinity temperature dependence
14792,SiC 6h
416,10312-55-7
8340,gete deformation potential
9259,IrO
15614,sulfuric acid chlorohydrin
2936,biologia la vida en la tierra
9677,La-Ag-Al
15098,Sn-Ta crystal structure
1622,Al-Si-O
3978,CeNbO4
11733,N-phenylethanamide
12107,Nb-I
8094,Gd-Ru-In
18637,Benzene
13567,polysaccharides
15562,"STOLOFF N S, SIKKA V K. Physical Metallurgy and Processing of Intermetallic Compounds[M]. London: Chapman"
1899,AlInAs
20106,triphenyl-methanol
14047,rb3lubr6
1359,"AGUIRRE, ÁNGEL (ED.) 1997 Etnografía. Metodología cualitativa en la investigación sociocultural, Alfaomega, México."
16987,Uridine
8333,GeSi
9162,InSe crystal structure
13685,Predicting Compound-Protein Interaction by Deepening the Systemic Background via Molecular Network Feature Embedding （Submission）
12391,Negative capacitance in semiconductor structures
2302,AX21
10146,Li2CO3
8126,gd3co
5609,cs3vcl6
8378,gold
6877,Er Fe
15508,SrZn2As2
1547,Al-Ge-Sn
9097,Inertial Navigation
19812,polyester
20381,Co-Se phase diagram
5597,Cs3Sb2Br9
18677,C-Si binary phase diagram
9337,K-Mn-BI
16693,TlI CdI2
6494,dimethyl tetrasulfide
17044,V-Te phase diagram
11672,movilidad estudiantil
5587,cs3ndbr6
12370,ndnio2 crystal structure
19290,HfN
3533,CaNi2
9426,K3Ge crystal structure
3421,Ca7Rh20B14
16991,USB 4.0 cable structure
4355,CO2 catalysis
4545,consolidated aluminum(ii) oxide
7363,fe-ge
4133,Characterization of the anisotropic materials capable of exhibiting an isotropic Young or shear or area modulus
499,2-bromo-but-1-ene
2645,BazrO3
10876,"mg1,77 (SiO4)0,944"
21339,WSe2
3522,CaMn2As2
10161,Li2MnO3 Structure
18393,1-allyloxy-2-methyl-benzene
2883,Bidiemncional
1167,acrylic resin
2186,At-Au
6897,Er-Si
5892,Cu-S
7250,Fe C
8189,GdGa2
18100,zro2
1343,AgPbSbS3
16769,Toluene
3288,C6Na2O6
6636,Dy6MnBi2
14532,Sc-Cr
18504,Al-B
21141,Na2ZrSi4O10
6782,element extraction
7254,Fe Co
3766,Ce-C
18165,α-Al2O3
11009,mgo bulk modulus
12198,nbfesb
20278,316L stainless steel
2095,Arabidopsis KLU homologue GmCYP78A72 regulates seed size in soybean
10622,manual de merck
354,"1,3-dibromo-benzene"
7872,freight
14363,RUAL6
12454,Ni Zn P S
2354,B-Ru
16621,titanium(iv) oxide anatase
15262,Sponsoring
8701,HfB2
20695,PtGe2
6277,dadadasd
13994,Rb Mn O
9646,l12
17041,V-Sn phase diagram
16793,trademark law protection of intangible cultural heritage
8019,gan
8365,glycol
5477,crystallographic
19804,picolinic acid
1062,A Game Theoretic Approach to an Emergency Units Location Problem
20479,ErCo3
3947,CeCr2
2335,B-MN
4108,CeZn-Ge
3469,cadmium
5728,CsV3Sb5
1752,Al2O3 Elastic
17225,W2C
10214,Li3Ni2TaO6
13088,Pb0.6Sn0.4Te
18418,1T'-MoTe2
2123,articulos
11649,MoSCl
1663,Al(no3)3.9H2O
20597,Lu
18615,BaMg2Sn2
5031,consolidated tungsten carbide
11445,Mo-Fe Binary Phase Diagram
19996,steel
2310,B
15306,Sr2FeO4
1984,AlSiCu
3056,Breastfeeding
7326,Fe-Bi phase diagram
15194,sodium chloride solubility in acetonitrile
13356,phase diagram of Fe-Ni system theisis
7870,freeze dried fruit
4476,CoLiSiO4
11087,Mn C
12842,nusselt
12437,Ni Fe Ga
19846,PtSe2
3002,BiVO4 band gap
18432,"2,2-dimethyl-propane"
7282,Fe In
1809,Al3Ti
10609,Males of the concave-eared torrent frog (Amolops tor
8252,Ge-Ni crystal structure
10610,management creativity
7615,FeAl3
11036,mica structure
1888,AlFeMnSi
3785,Ce-Ge-Ti
10658,Matter and Methods at Low Temperatures
6591,Dumpich G.
15153,SnS sound velocity
17198,W-C-Zr
892,4-cyanopyridine
3852,Ce2RuAl3
9116,InGaN
9076,Inconel718
11790,Na-Al-P-O-F
18155,ZrZn3 crystal structure
8286,GeBi2Te4
8934,Hydrocalumite
6670,Dynamic analysis of mechanical systems with planar revolute joints with clearance
8631,Hexane 16 dial
16771,toluene temperature
2224,Au-Co
13427,photoelectrochemical oxidation process
1813,AL3V
14673,semiconductors
18801,Co-Mo-Cr R-phase
5439,CrTiO3
14559,Sc3Sn
13513,poly butylene adipate terephtalate
1738,Al2O3 AND mobility
3390,Ca3Co2O6
13806,pt-O
7973,GaAs crystal
1010,6R-TaS2 (TaS2 lt rhom) Crystal Structure
21283,GeTe
3798,Ce-Pt
9348,K-Pt
19076,DMF
18835,consolidated boron nitride
2425,Ba2CoGe2O7
15027,SmMn2Ge2 density
3867,Ce3Co4Sn13
1540,Al-Fe-Ni-Cr
20194,YNi2
8502,H2O-NH4OH
8209,GdS2 magnetization
8044,GaP
5693,CsPbBr3
2396,Ba-B-P-O
12942,ORCA anomaly detection
6919,ErB2
7296,Fe Pd phase diagram
11544,MOC
6368,Development of methods for estimating standard enthalpies of formation of oxide compounds on the basis of model concepts concerning the character of bonding in ionic crystals
16263,Ti phonon dispersion
17944,Zr O C
12380,NdSi2
829,30crmn
4902,consolidated phosphorus
11850,Na2MgF4
6275,D2O specta
18954,Cr-Mn
5397,CrN crystal structure
1025,74-83-9
6158,CuO crystal sturct
15819,TaSb2
188,"] M.K. Hossain, L.M. Brown, Radiat. Eff. 31 (1977) 203. [30] Landolt-Bornstein, Numerical Data and Functional Rela- € tionships in Science and Technology, vol. 25,"
8476,H-TA
9046,in2te3 gap
20687,PbTe
6561,DNA
18464,"6,10,14-Trimethyl-2-pentadecanone"
4959,consolidated sodium tetrafluoroyttrate
16578,TiPt2In
6583,DRX SNO2
8241,Ge-Al2O3
10691,mercado laboral
6625,Dy3(OH)6(CO3)Cl
10050,Les opportunités de marche pour les star
5549,cs3bi2cl9
14085,rbbeF3
9642,L-leucine ethyl ester
6034,Cu4TiS4
9013,In-O-Cl
18383,高熵合金
2042,Analysis Nonlinear renforced concrete
1560,Al-Mg-Pb
6082,CuCd phase diagram
18812,Co2O3
20274,2-Methyloxirane
10674,mecanica vectorial para ingenieros
20787,VI2
9943,LaNi3
19808,PMI foam
8586,hemp
2664,Be
20060,Ti2AlC
2633,Battery Management Algorithm for Electric Vehicles
3895,Ce5Co19
18470,9-Hydroxyfluorene
20247,ZrPd2Sn
13407,phosphinboranes
1351,AgScO2
7009,Ethanol density
17868,ZnMnO(OH)2
8435,graphyne
4160,Chloromethane
16265,Ti Sb Bi
19670,Nd7Co3
13110,PbBr2 Crystal structure
13772,PrV3
2863,Bi2Te3 phase diagram
19262,Grade 03 Silica Gel
12366,NdIr(OH)6
9996,LaSrAlO
8951,Hydroxozincates
9287,IrTe2
1341,AgPbAsTe3
10532,LuFe2
5636,cscl
7513,Fe2O3 tetragonal
16122,The electronic band structure of graphene
16658,tl3inbr6
18500,al cu y
18012,Zr2FeSi2
1948,AlO conductivuty
3543,CaO
17618,YCo2 crystal structure
14694,Short-term photovoltaic power generation forecasting based on random forest feature selection and CEEMD: A case study
6519,diphenylmethane
15053,Sn Co
6171,cupronickel
11306,MnDy
13630,Pr$_2$Ga$_2$BeO$_7$
2212,Au crystal structure
4971,consolidated strontium titanate
8130,Gd3Co transitions
6383,diamante
12254,nbte4
3448,CaCl2 HfCl4
4329,Co-Ti
16479,TiB2
10547,LuNi5
19926,Silica Gel
8736,HfPd2Pb
21063,α-Fe2O3
7635,FeCoSi
14650,self assembled monolayer
17147,VO
16795,Trajectory Data
16053,tetradecyl iodide
9470,k3tmbr6
16127,The Impact of Industry 4.0 on the World of Work and the Call for Educational Reform
4015,CePdAl
8699,Hf4N3 crystal structure
4844,consolidated manganese chloride
13170,PbVO3
7775,FeSi phase
12008,NaNbO3 Crystal Structure
15837,Tb
10713,methane temperature
14476,Sb-Ta
3136,C-Cr binary phase diagram
3520,caMg(CO3)2
1109,Absolute quantitation of microbiota abundance in environmental samples
8612,hexachloroethane
13464,plate
314,"1,1-Diphenylethane"
6865,EPGC
8037,GaN2
6894,Er-ln
21181,Ce2Co7
11144,Mn-In
10225,Li3Sm3Te2O12
19840,Pt-Ge phase diagram
14703,Si band structure
18139,ZrS
18963,Cr23C6
10976,mgcusb
1321,aggregate
8111,Gd2Ge3
13436,phyllosilicate
367,"1,3,5,7-Tetraazatricyclo[3.3.1.13,7]decane"
16890,tungsten Al diffusion coefficient
4483,comercio
1825,Al5Ba4
